product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
tarte-aux-champignons-093281,Tarte aux Champignons," When you’re longing for the ease of a bake-and-serve pizza with the flair of French cuisine, look no further than Trader Joe’s Tarte aux Champignons. This French-style flatbread has been a favorite in our freezers since 2006, boasting an umami-rich, cozy construction that makes it an especially apt choice to combat the winter’s chill. It starts with a thin, crisp crust with hand-braided edges, topped with crème fraîche and a velvety Emmental cheese sauce. Next, white mushrooms and oyster mushrooms are added in abundance—and it’s their intense, woody, earthy flavors that elevate this flatbread to its deserved level of distinction. Finally, a dusting of Parmesan Reggiano adds a pleasant sharpness to complement the luxuriously creamy sauce and funky fungi.    Sliced into snack-sized pieces, Tarte aux Champignons makes a perfect appetizer for a small group; paired with a simple salad, it’s an exquisite dinner for two. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/tarte-aux-champignons-093281,$4.79,9.52 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/93281.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],"CONTAINS WHEAT, MILK.","['Alfresco Dining', 'Date Night', 'Dinner Hack', 'Effortless Entertaining', 'Feeling Fancy']","['1/2 tarte(135g)', '1/2 tarte(135g)']","['290 ', '580 ']"
shaved-parmesan-romano-asiago-cheeses-094175,"Shaved Parmesan, Romano & Asiago Cheeses"," What’s better than one cheese? Three cheeses, naturally. And what might make those three Cheeses even better? When they’ve been Shaved into wafer-thin slices. And what might make those slices even more magnificent? When Trader Joe’s does all the work for you, with a tub of Trader Joe’s Shaved Parmesan, Romano & Asiago Cheeses. Huzzah!    This trio of Shaved Cheeses is made for us in Wisconsin, using authentic Italian cheese-making techniques; each Cheese is made with raw milk from cows not treated with rBST and aged a minimum of five months (the Parmesan is aged for 10 months). The sensationally salty and slightly nutty assemblage of ready-to-enjoy, aged Cheeses adds savory oomph wherever you sprinkle it—eggs, soup, pasta, salad, roasted veggies... ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/shaved-parmesan-romano-asiago-cheeses-094175,$3.49,5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/94175.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PARMESAN CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'ROMANO CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'ASIAGO CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'CELLULOSE (TO PREVENT CAKING)', 'NATAMYCIN (MOLD INHIBITOR)']",CONTAINS MILK.,"['Family Style', 'Feeling Fancy', 'Pair With Wine', 'Picnic']",['1 Tbsp.(5g)'],['20 ']
organic-brown-rice-quinoa-fusilli-pasta-051524,Organic Brown Rice & Quinoa Fusilli Pasta," Though it’s known as an “ancient grain” (first consumed by humans around 3,500 years ago), quinoa rose steadily to its modern moment in the early 21st century, when restaurants started featuring this South American seed in a variety of dishes. Noticing the trend—and admiring the benefits of this gluten-free pseudo-grain—Trader Joe’s began developing products that feature quinoa, including our Organic Brown Rice & Quinoa Fusilli Pasta. Having been around for about a decade now, this Fusilli is still a hit with our customers, even for those who are not seeking a gluten-free option.   But what sets this Pasta apart from other gluten free noodles? Notably, our Organic Fusilli is made of 20% Quinoa. When we created it, similar gluten-free pastas only contained about 5% quinoa. We combined the Organic Quinoa with Organic Brown Rice, yielding a pasta product that is texturally tantalizing, and nutritionally interesting. Not only is it gluten, sodium, and sugar free, but each two-thirds cup serving delivers 4g of protein and 2g of fiber.   And the subtly nutty flavor pairs well with a variety of sauces and preparations. Enjoy it served hot, tossed with pasta sauce and grated Parmesan. Or make it the center of a chilled pasta salad with fresh Organic Basil, Campari tomatoes, olive oil, and several shakes of our Aglio Olio Seasoning Blend. ","['Food', 'For the Pantry', 'Pastas & Grains']",https://www.traderjoes.com/home/products/pdp/organic-brown-rice-quinoa-fusilli-pasta-051524,$3.49,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20901/51524.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['ORGANIC BROWN RICE', 'ORGANIC QUINOA FLOUR', 'WATER']",,"['Family Style', 'In Lieu of Pizza', 'Pair With Wine', 'Picnic', 'Rain or Shine', 'The ""X"" Factor']",['2/3 cup(56g )'],['200 ']
meyer-lemons-056880,Meyer Lemons," A hybrid of mandarin, pomelo, and citron, Meyer lemons resemble a standard lemon in taste and appearance, but possess a thinner, smoother rind and a sweeter, less acidic taste—making them highly-sought-after citrus when they’re in season. Lucky for you, dear customer, it’s Meyer lemon season right now, at your neighborhood Trader Joe’s!   The versatility of Trader Joe’s Meyer Lemons cannot be overstated. The juice of this California grown-citrus lends a bright (but not overwhelming) acidity to sauces and salad dressings—try it in a chicken piccata made with Organic Chicken Breasts—and it adds a pleasant, pucker-y note to mixed drinks, smoothies, and desserts of all kinds. And don’t forget about the rind—fresh Meyer Lemon zest is fantastic folded into whipped Vegan Heavy Cream, stirred into Icelandic Style Skyr, or sprinkled atop freshly baked ricotta cookies. ","['Food', 'Fresh Fruits & Veggies', 'Fruits']",https://www.traderjoes.com/home/products/pdp/meyer-lemons-056880,$1.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20701/56880.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],,"['Alfresco Dining', 'Feeling Fancy', 'The ""X"" Factor']",[],[]
grapefruit-5lb-bag-094190,"Grapefruit, 5lb bag"," Trader Joe's Grapefruit in 5 lb bags is U.S.-grown and positively bursting with zingy, tongue-tingling citrus flavor. What’s more, a single Grapefruit provides 100% of the daily recommended value of Vitamin C—have one for breakfast, and that’s one more thing you can check off your to-do list before you even get out of your PJs!   Slice through the thick, blushy-yellow skin to reveal fantastically juicy, deep ruby fruit in the center. For a quick breakfast or snack (in its own “to-go container,” no less), simply grab a spoon and dig in. If you’ve got a bit more time, sprinkle the halved fruit with brown sugar and broil under high heat for a few minutes, let cool, then serve with a dollop of Skyr or yogurt. Or, supreme the citrus (that’s a fancy word for remove it from the membrane) so its pure, sweet-tart essence and pops of juice and texture can be enjoyed in fruit salads, on ricotta toast with chopped pistachios and a drizzle of honey, or stirred into cottage cheese or guacamole (yes, really!). ","['Food', 'Fresh Fruits & Veggies', 'Fruits']",https://www.traderjoes.com/home/products/pdp/grapefruit-5lb-bag-094190,$5.99,5 Lb,,,[],,"['Alfresco Dining', 'Backpack Ready', 'Picnic', 'Rise & Shine']",[],[]
organic-fair-trade-shade-grown-ethiopian-coffee-081741,Organic Fair Trade Shade Grown Ethiopian Coffee," Hailing from the Yirgacheffe region of Ethiopia, Trader Joe’s Organic Fair Trade Shade Grown Ethiopian Coffee is a medium dark roast blend straight out of this birthplace of coffee. It is within the forests of the Kaffa region that arabica coffee was first found growing wild.   This coffee has got it all - it’s USDA organic, shade grown, and fair trade certified which supports fair sale prices given to farmers for the 100% arabica green beans they grow so well. And grown under a canopy of trees, our Organic Fair Trade Shade Grown Ethiopian Coffee is grown nestling itself amongst a diverse habitat in its natural setting as opposed to many modern, sun-tolerant coffee plants that are grown in direct sunlight. All of this comes together in harmony to receive its medium dark roasting to give a rich tasting, medium bodied coffee that takes on a slightly acidic tartness and floral aroma. ","['Beverages', 'Coffee & Tea']",https://www.traderjoes.com/home/products/pdp/organic-fair-trade-shade-grown-ethiopian-coffee-081741,$8.99,13 Oz,https://www.traderjoes.com/content/dam/trjo/products/m304/81741.png/jcr:content/renditions/cq5dam.web.1280.1280,Fair Trade,[],,"['Alfresco Dining', 'Brunch All Day', 'Rise & Shine']",[],[]
sweet-salty-umami-crunchies-rice-crackers-073423,Sweet & Salty Umami Crunchies Rice Crackers," After the raving success of our Crispy Crunchy Mochi Rice Nuggets, we weren’t sure we’d find another rice snack capable of knocking our customers’ socks off for a third time. Dare we say, we did! Trader Joe’s Sweet & Salty Umami Crunchies Rice Crackers are made with Japonica rice, a short grain, non-glutinous varietal. Unlike our Mochi snacks, made from glutinous rice, the rice grains in these Crackers don’t break down into an entirely smooth paste. This difference contributes to the Cracker’s unique, craggy texture. These affectionately named Crunchies then get tossed in a Sweet & Salty glaze, made from soy sauce and sugar, that delivers some serious Umami in every bite (To those wheat intolerant folks who sighed at the words soy sauce, great news—the soy sauce in this snack is gluten free, made with rice, instead of wheat. Hooray!)   Snack on a handful of these Crunchies straight from the bag (more likely, two or three or four handfuls…), or add some serious depth to your salads by swapping your croutons with these Crackers instead. If you really want to play up the Sweet & Salty thing that’s going on here, we encourage you to crush them over a hot fudge sundae—trust us! ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/sweet-salty-umami-crunchies-rice-crackers-073423,$2.99,6.35 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21001/73423.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['RICE', 'RICE OIL', 'SOY SAUCE (WATER, SOYBEANS, RICE, SALT)', 'SUGAR', 'MODIFIED TAPIOCA STARCH']",CONTAINS SOY.,"['Backpack Ready', 'Crack a Beer', 'Desk Drawer', 'Finger Food', 'Game Night', 'Midday Snacks']",['1 oz(28g/about 24 pieces)'],['150 ']
double-cream-french-brie-009325,Double Cream French Brie," The idea of a Double Cream cheese is that it contains at least 60% butterfat (a “triple cream,” by comparison, will have at least 75%), guaranteeing a rich and creamy result in every bite. Brie, traditionally, is a double cream cheese; and Trader Joe's Double Cream Brie is made in the traditional French style and comes to us from a respected American cheesemaker. Its bloomy rind envelops a smooth, rich, creamy paste, delivering exactly what you want from a classic Brie. It's made with vegetarian-friendly enzymes (aka rennet), and are available at your neighborhood Trader Joe’s every day. ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/double-cream-french-brie-009325,$6.49,1 Lb,,,"['PASTEURIZED MILK', 'SALT', 'MICROBIAL ENZYME', 'CHEESE CULTURES']",CONTAINS MILK.,"['Cheese Board', 'Effortless Entertaining', 'Feeling Fancy', 'Pair With Wine', 'Picnic']",['1 oz(28g/about 1 inch cube)'],['100']
all-natural-shaved-beef-steak-057721,All Natural Shaved Beef Steak," When you think of steak, you more likely than not think of a thick, juicy filet mignon, or ribeye, or strip steak served with mashed potatoes and roasted vegetables. You wouldn’t be wrong, because that is steak. But it’s not exactly the kind of steak we’re talking about when we talk about the newly introduced Trader Joe’s Shaved Beef Steak. This is quite the opposite of a thick cut (but no less tasty)…   Shaved steak normally comes form the round, which is tougher, but our Shaved Beef Steak comes from the cap of the rib eye, making it especially tender and flavorful. In addition to the quality cut, the beef is all natural, meaning it comes from cows never treated with antibiotics, ever.   Because the slices are so thin, pieces of this Shaved Steak cook up very quickly—no need to worry about un- der- or overcooking! And its easy preparation might only be matched by its versatility. In the mood for stir fry? Shaved Steak makes the perfect protein addition. Fajitas? No problem. Beef soup on a cold day? Sure. Or maybe you’re far away from Philly, the cheesesteak capital. No need to worry: grill up some onions and peppers, grab some Sliced Provolone, and use this Steak for the tastiest homemade steak sandwich. ","['Food', 'Meat, Seafood & Plant-based', 'Beef, Pork & Lamb']",https://www.traderjoes.com/home/products/pdp/all-natural-shaved-beef-steak-057721,$10.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20801/57721.png/jcr:content/renditions/cq5dam.web.1280.1280,,['BEEF'],,"['Crack a Beer', 'Fry It Up', 'In Lieu of Pizza']",['4 oz(112g)'],['200']
double-cream-gouda-cheese-096032,Double Cream Gouda Cheese," Transport yourself to a European world: frolicking through an emerald field in wooden clogs while beautiful tulips bloom below a gently spinning windmill. Ah, the Netherlands! While that fertile soil and those lush green pastures feel great under the pitter-patter of Dutch clogs, it serves a deeper, culinary purpose. Those luxuriant fields are also great at nourishing cows that produce incomparably rich milk, making traditional goudas (such as our Red Wax Gouda) the brazenly buttery cheese they are. But with cheeses such as Trader Joe’s Double Cream Gouda, additional cream is added to the already rich Hollander milk, creating one of the most luscious beginnings to a batch of cheese found in a turophile’s world.   A stunning Double Cream Gouda that is produced similarly to our other goudas, again, just with the supplementary cream added to the already rich pasteurized milk. Our supplier uses microbial enzymes making for a vegetarian friendly cheese and it’s colored using annatto to help achieve the cheese’s beautiful golden-orange color. The super high butterfat content - upwards of 60% - due to the added cream help make this cheese as decadent when snacked on by its lonesome as it is when melted into a hot dish in need of a cheesy companion. So grab a wedge for a number of melty meals or to tack on your next cheeseboard at your neighborhood Trader Joe’s. ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/double-cream-gouda-cheese-096032,$9.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20203/96032.png/jcr:content/renditions/cq5dam.web.1280.1280,,"[""PASTEURIZED COW'S MILK"", 'SALT', 'CHEESE CULTURES', 'MICROBIAL ENZYME', 'ANNATTO EXTRACT (FOR COLOR)']",CONTAINS MILK.,"['Alfresco Dining', 'Cheese Board', 'Game Night', 'Picnic']",['1 oz(28g/about 1 inch cube)'],['110']
feta-cheese-079858,Feta Cheese," Feta Cheese is undeniably one of the most famous cheeses produced across the world. As a matter of fact, feta cheese makes up approximately 70% of its homeland’s, Greece’s, total cheese consumption. This soft and pasteurized cow’s milk cheese is a salty, tangy, and unique offering, unmatched in the wide world of cheeses.   While across the feta world, each cheese maker may have minor differences in taste and texture, but on the whole, feta is a curd cheese that has a salty flavor and crumbly, grainy texture that is sometimes moistened by a salty brine once in its packaging. However, Trader Joe’s Feta Cheese isn’t packaged in a saline brine, making for a dry and tangy, but more neutral and less salty cheese than its brined siblings. Grab a package to bring a soft, sliceable cheese to your next charcuterie tray or Mediterranean-tinged meal! ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/feta-cheese-079858,$3.49,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20203/79858.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'SALT', 'CHEESE CULTURES', 'ENZYMES']",CONTAINS MILK.,"['Alfresco Dining', 'Cheese Board', 'Pair With Wine', 'Picnic', 'Yes!']",['1 oz(28g)'],['70 ']
almost-everything-bagels-060689,Almost Everything Bagels," You might be asking: Almost Everything Bagels? What couldn’t we fit on there? Well it’s not so much about any ingredient missing, as it is about what our bakers have used instead. Like a traditional everything bagel, each Almost Everything Bagel is topped with a generous with a blend of minced onion, minced garlic, and poppy seeds. Where our bakers diverge is in the inclusion of flax seeds, rather than sesame seeds. We find that this variation on the everything theme results in an even more savory, even more satisfyingly crunchy topping, which, combined with our bakery partner’s expertise in baking an impeccably soft and chewy Bagel at its base, resoundingly results in a better Bagel all around. And we love everything about that. Trader Joe’s Almost Everything Bagels make an excellent carb for a traditional breakfast or brunch of eggs and your favorite protein, as well as an awesome solo morning treat, either eaten on the go or enjoyed with your favorite traditional bagel toppers. Speaking of which, we’d be utterly remiss if we didn’t mention how well they pair with our also-Everything-ified Everything But the Bagel Smoked Salmon. With a little smoked salmon, a generous layer of Whipped Cream Cheese, some tomato, red onion, and fresh Dill, we assure you: nothing beats our Almost Everything Bagels. ","['Food', 'Bakery', 'Bagels']",https://www.traderjoes.com/home/products/pdp/almost-everything-bagels-060689,$2.69,22 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20103/60689.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],CONTAINS WHEAT.,"['Alfresco Dining', 'Brunch All Day', 'Put An Egg On It', 'Rise & Shine']",['1 Bagel(104g)'],['260 ']
papadums-lentil-and-chickpea-crisps-070198,Papadums Lentil and Chickpea Crisps," For centuries, the papadum (aka papadam, or appalam) has been a staple across India, as a ubiquitous snack and meal accompaniment. Since the 1980s, some version of these crisp, fried, gram-flour flatbreads has been paired with sweet mango chutneys and mint sauce in nearly every UK curry house—not to mention other Indian-style restaurants all around the world.   Trader Joe’s Papadums are perhaps smaller than the large crisps you may have seen presented in a basket at your local Indian restaurant. But other than being one or two-bite sized, these Papadums are made in a traditional fashion. Our supplier starts with simple ingredients, making a dough derived from lentils and chickpeas. Formed into thin, chip-like discs, the dough is then fried in rice bran oil, and lightly seasoned with salt and cumin, as is common practice in parts of northern India.   The resulting airy Crisps have a lightly nutty taste and a wonderful crunch. And they’re an ideal size for carrying your favorite Trader Joe’s dip right into your open mouth. For starters, we recommend Trader Joe’s Sri Lanken Organic Mango Chutney, or our Vegan Tzatziki. If you’re doing more than snacking, try them on the side with your Vegetable Biryani, or next to your steaming bowl of Yellow Tadka Dal. ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/papadums-lentil-and-chickpea-crisps-070198,$2.69,5 Oz,,Gluten Free,"['LENTILS', 'CHICKPEAS', 'RICE BRAN OIL', 'BAKING SODA', 'CUMIN', 'SALT']",,"['Alfresco Dining', 'Crack a Beer', 'Finger Food', 'Game Night', 'Midday Snacks']",['1 oz(28g/about 14 crisps)'],['140 ']
sweetened-green-mango-095105,Sweetened Green Mango," A hidden gem of our dried fruit aisle, Trader Joe’s Sweetened Green Mango (which is more of an electric yellow, but we digress) offers the same Soft & Juicy sweetness as its more obviously orange counterpart, except this Mango also packs a punch. Well, not a punch, per se, but a pleasant tartness that goes swing-for-swing with the sweetness. Sweet, meet sour. Sour, meet sweet.    Just how does our glorious Green Mango get its tangy twist? It’s pretty simple, actually. Our Thai supplier picks their mangoes early, before they’re ripe. The mangoes are peeled, sliced into strips, and sweetened with cane sugar, then dried in a unique process that uses vegetable-based glycerin to keep the Mango soft, but never mushy. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/sweetened-green-mango-095105,$2.49,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/95105.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['MANGO', 'CANE SUGAR', 'GLYCERIN', 'ASCORBIC ACID (TO MAINTAIN COLOR)', 'SULFUR DIOXIDE (TO MAINTAIN COLOR)']",,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Finger Food', 'Midday Snacks']",['14 pieces(40g)'],['140 ']
fruits-greens-smoothie-blend-075603,Fruits & Greens Smoothie Blend," Smoothie DIYers, start your blenders! Trader Joe’s Fruits & Greens Smoothie Blend is ready to rev up your morning routine and add some en-smoothie-asm to your day! This Blend contains a bounty of frozen Fruits— tart blueberries, refreshing dragon fruit, and super sweet bananas and strawberries—that deliver a totally tasty smoothie base. Oh-so-conveniently, it also contains Greens, spinach and kale, to be specific, for an added nutrient boost.   Add a cup of Fruits & Greens Smoothie Blend to a blender with ¾ cup of water, juice, dairy, or non-dairy beverage of your choice, and blend until smooth. This Blend doesn’t contain any added sugar, so you could add a tablespoon of Multi-Floral and Clover Honey, if you’d like. Bulk it up with your favorite protein powder or a scoop of Greek yogurt for some added protein. Or if sipping isn’t your style, how about a Fruits & Greens take on an breakfast bowl? Simply blend with 1/2 cup liquid, serve in a bowl, and top with fresh fruit, Organic Chia Seeds, and nuts. ","['Food', 'From The Freezer', 'Fruit & Vegetables']",https://www.traderjoes.com/home/products/pdp/fruits-greens-smoothie-blend-075603,$3.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20603/75603.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['BLUEBERRIES', 'BANANA', 'STRAWBERRIES', 'DRAGON FRUIT', 'SPINACH', 'KALE', 'ASCORBIC ACID AND CITRIC ACID (TO MAINTAIN COLOR)']",,"['Midday Snacks', 'Rain or Shine', 'Rise & Shine']",['1 cup frozen(140g)'],['80 ']
plain-bagels-060687,Plain Bagels," Trader Joe’s Plain Bagels are really good bagels, made for us using quality ingredients and without the use of artificial preservatives or dough conditioners. The secret to their bagel excellency is their baking process. First, the dough is proofed in high humidity and then set out to slowly ferment, which brings out all of the dough’s delicious, subtle flavors. Next, the bagels are steamed to lock in that chewy center and create that perfect “skin.” Finally, they’re off to the oven to be baked until they’ve acquired that perfect, golden-brown bagel crust.   Toast your Bagel and butter it up with our salted Cultured Butter. Or, if you prefer, slather it with Cream Cheese and sprinkle it with cinnamon and sugar. Your Bagel is a blank canvas; let your carbohydrate-saturated imagination run wild. ","['Food', 'Bakery', 'Bagels']",https://www.traderjoes.com/home/products/pdp/plain-bagels-060687,$2.69,22 Oz,,,[],CONTAINS WHEAT.,"['Alfresco Dining', 'Brunch All Day', 'Family Style', 'Put An Egg On It', 'Rise & Shine']",['1 Bagel(104g)'],['250 ']
tofu-sheets-075639,Tofu Sheets," Trader Joe’s Tofu Sheets aren’t technically tofu—at least not in the traditional sense. They’re what’s known throughout Asia as yuba, a.k.a. the delicate “tofu skin” that forms atop soy milk when heated on a stovetop. Like tofu, yuba is incredibly mild and takes on the flavor of whatever it’s cooked with, making Trader Joe’s Tofu Sheets the perfect protein to add to everything from curries and stir-fries to soups and stews.   Made for us in Malaysia, Trader Joe’s Tofu Sheets are the very same sheets used in our perennially popular Vegan Thai Green Curry. The Sheets come conveniently frozen; simply cut the corner of the pouch they come in, then heat it in the microwave for 21⁄2 minutes, and you’re ready to rock ‘n roll. (And we do mean “roll” in the literal sense, as Tofu Sheets make great wrappers for veggie rolls, rice rolls, and more!) ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/tofu-sheets-075639,$2.99,6.35 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75639.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['SOYBEANS', 'WATER']",CONTAINS SOY.,"['Feeling Adventurous', 'Fry It Up', 'Make It Meatless', 'The ""X"" Factor']","['1/2 package(90g)', '1/2 package(90g)']","['150 ', '300 ']"
tortilla-espanola-075756,Tortilla Española," In contrast to the corn and flour tortillas of Mesoamerican and Mexican cuisine, a Spanish tortilla (also known as a Spanish omelette) is more akin to a hearty frittata. Typically made from a mix of eggs, potatoes, and, often, thinly sliced onions, the tortilla is a cornerstone of the Spanish culinary tradition of tapas, where it’s served alongside other appetizers and finger foods. Surprisingly complex in both flavor and texture for its seemingly simple ingredient list, a Spanish tortilla can also be surprisingly difficult to make at home, which makes the ease of preparing Trader Joe’s Tortilla Española all the more impressive.   Made for us by a supplier in Spain who specializes in this iconic dish, our Tortilla Española only needs a few minutes on the stovetop (or a little longer in the microwave) to go from frozen to ready to serve. Rich, yet texturally light, with a well-balanced blend of savory flavors, Trader Joe’s Tortilla Española is particularly suited for pairing with drinks when friends are over, or as an appetizer for an elegant dinner party. It’s equally delicious when served warm, at room temperature, or even cold (as a leftover, straight out of the fridge, perhaps), and we find it makes an excellent quick breakfast option, too—especially if you top it with a bit of your favorite hot sauce. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/tortilla-espanola-075756,$5.49,21.16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75756.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['POTATO', 'EGG (EGG, SALT)', 'ROASTED ONION (ONION, OLIVE OIL, SALT)', 'SUNFLOWER OIL', 'OLIVE OIL']",CONTAINS EGG.,"['Alfresco Dining', 'Brunch All Day', 'Crack a Beer', 'Dinner Hack', 'Pair With Wine']",['1/6 omelet(100g)'],['150 ']
rice-vinegar-076721,Rice Vinegar," A true building block of many East Asian cuisines, the origins of rice vinegar date somewhere between four and five thousand years ago to ancient China. It’s traditionally made by fermenting rice wine, and over its long and storied history has been used as everything from a flavoring agent, to a preservative, to beverage in its own right. It comes in a variety of colors ranging from red, to white, to brown and black, and is sometimes seasoned with sugar or other flavorings. Trader Joe’s Rice Vinegar is styled after an everyday, unseasoned, white rice vinegar, but it’s certainly not lacking for flavor. Tart, tangy, and just a touch sweet, with a slightly sharp note for cutting through and brightening other flavors, it’s an ideal ingredient for adding to salad dressings, sauces, and marinades of all kinds. A bit of our Rice Vinegar will add an extra dimension of flavor to stir-fries, soups, and even just a freshly cooked pot of plain white rice. When mixed with soy sauce, it makes an excellent condiment for any of our gyoza or soup dumpling options, though we’ll leave the exact ratio to your personal tastes (some prefer equal parts soy sauce to Rice Vinegar, others enjoy two parts Vinegar to one part soy sauce). And when making quick pickles or a last-minute seaweed salad, our Rice Vinegar is nothing short of a must-have. ","['Food', 'For the Pantry', 'Oils & Vinegars']",https://www.traderjoes.com/home/products/pdp/rice-vinegar-076721,$2.49,16.9 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20904/76721.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['RICE VINEGAR, DILUTED WITH WATER TO 5% ACIDITY.']",,"['Alfresco Dining', 'Pour It On']",['1 Tbsp.(15mL)'],['0 ']
la-burgondie-cremant-de-bourgogne-058288,La Burgondie Crémant de Bourgogne," La Burgondie Crémant de Bourgogne is made using exactly the same methods employed in the making of Champagne – the Méthode Traditionelle. It is a blend of premium Pinot Noir, Chardonnay, Gamay and Aligotè grapes, and exhibits solid structure, mildly fruity flavor and fine bubbles. Because Burgundy’s sparkling wines are not as well-known as those from Champagne, they tend to cost considerably less. But don’t be deceived by the price. Crémant de Bourgogne is every bit as good – or better – than wines carrying the Champagne moniker – just less pricey. ","['Beverages', 'Wine, Beer & Liquor']",https://www.traderjoes.com/home/products/pdp/la-burgondie-cremant-de-bourgogne-058288,$10.99,750 mL,,,[],,"['A Long Finish', 'Bibulous', 'Date Night', 'Glass Half Full']",[],[]
spicy-peanutty-noodle-bowl-with-chicken-076884,Spicy Peanutty Noodle Bowl with Chicken," When you’re in need of something quick and convenient for an easy work lunch or last-minute weeknight dinner, it’s easy to assume that you’ll have to settle for something that’s not 100% satisfying. Well, we’re here to tell you that that’s emphatically not the case. In fact, when you’ve got bold, flavorful, and filling options like Trader Joe’s Spicy Peanutty Noodle Bowl with Chicken at the ready, those kinds of quick meals aren’t just effortless, they’re positively exciting!   Inspired by a savory dandan noodle dish (or dandanmien), a classic of traditional Szechuan cuisine, each Bowl is made with a bed of chewy wheat noodles, upon which our supplier piles tender, minced chicken and a medley of chopped vegetables that includes bok choy, onions, and carrots. Then, to bring everything together, they mix in a spicy, umami-rich peanut sauce. With every bite, you get exhilarating aromas of ginger and Sczechuan pepper, rich and complex flavors of tamari and peanuts, complementary textures of the noodles and minced chicken, and, of course, a touch of chile-powered heat. And have we mentioned that it only takes about five minutes in the microwave before it’s ready? Now that’s exciting! ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/spicy-peanutty-noodle-bowl-with-chicken-076884,$3.49,10.8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/76884.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],"CONTAINS SOY, SESAME, WHEAT, PEANUT.","['Dinner Hack', 'Mouth On Fire']",['1 container(306g)'],['500 ']
organic-ground-black-pepper-068491,Organic Ground Black Pepper," Trader Joe’s Organic Ground Black Pepper is one of the products adding even more variety (and spice) to our TJ’s “spice rack.” The black pepper is 100% organic and comes from Indonesia & India through an existing partner. It’s happily what you would expect: dark-brown & black grounds of peppercorns with that warm aroma and pleasantly pungent flavor characteristic of this cornerstone kitchen seasoning. It’s packaged in a two-ounce tin, with a flip-top lid for easy shaking and scooping. ","['Food', 'For the Pantry', 'Spices']",https://www.traderjoes.com/home/products/pdp/organic-ground-black-pepper-068491,$2.29,2 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20906/68491.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['ORGANIC GROUND BLACK PEPPER'],,"['A Long Finish', 'Yes!']",[],[]
