product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
chicken-cheese-green-chile-pupusas-075475,Chicken Cheese & Green Chile Pupusas," As with many foods that are so deeply rooted in a culture, no one is exactly sure from whence the term pupusa comes. We like the story that it comes from a combination of the Mayan words pop (“sphere”), and utz (“good”). Aside from a visit to your local pupuseria, Trader Joe’s Chicken, Cheese & Green Chile Pupusas are a convenient and delicious way to satisfy all your “good-sphere” cravings!   Pupusas begin as a ball of corn-flour dough that is flattened and stuffed with meat and cheese, then rolled back up into a sphere before being gently flattened once again to form a sort of savory, stuffed pancake. Our Pupusas are filled with chicken breast & thigh meat, shredded mozzarella cheese, and roasted Hatch chiles. These simple flavors—tender savory chicken, smooth melty cheese, and mildly smoky chili-peppers—combine to create a delicious and comforting handheld snack.   We recommend you heat Trader Joe’s Chicken, Cheese & Green Chile Pupusas from frozen in a skillet with a bit of oil, cooking for 5 or so minutes per side until golden brown and heated through. Then you can dip them in your favorite TJ’s salsa, like our Hatch Valley Salsa for added Hatch flavor, or our mild Pico de Gallo. If you have the gumption and the time, you can combine TJ’s Shredded Green Cabbage with onion, jalapeńo, salt, and apple cider vinegar to make your own curtido (fermented cabbage relish), which is a very traditional, and very tasty pupusa condiment. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/chicken-cheese-green-chile-pupusas-075475,$4.79,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75475.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['DOUGH (WATER, CORN MASA FLOUR [CORN, TRACE OF LIME], CANOLA OIL, CELLULOSE GUM, SEA SALT)', 'CHICKEN FILLING (CHICKEN AND CORN STARCH PRODUCT [CHICKEN BREAST WITH RIB MEAT, CHICKEN THIGH, WATER, CORNSTARCH, SALT], SHREDDED MOZZARELLA CHEESE [PASTEURIZED PART SKIM MILK, CHEESE CULTURE, SALT, MICROBIAL ENZYME, CELLULOSE POWDER {ANTI-CAKING AGENT}], ROASTED HATCH CHILI PEPPER, CHICKEN STOCK [CHICKEN STOCK, CHICKEN FAT, SALT, ORGANIC MALTODEXTRIN, YEAST EXTRACT, SUGAR, CHICKEN MEAT AND NATURAL JUICES, XANTHAN GUM]).']",CONTAINS MILK.,"['Alfresco Dining', 'Crack a Beer', 'Dinner Hack', 'Fry It Up']","['1 Pupusa(113g)', '1 Pupusa(113g)']","['220 ', '680 ']"
mushroom-black-truffle-flatbread-090538,Mushroom & Black Truffle Flatbread," Want the elegant pleasure of indulging in truffles without heading to a temperate forest in Piedmont and foraging with a truffle hog? Well, leave the waders and mushroom hunting pigs at home and scout no further because Trader Joe’s has sourced our Mushroom & Black Truffle Flatbread straight from Italy with only the finest of rare truffles, wild mushrooms, and creamy mozzarella cheeses.   Our supplier begins by crafting a hand-stretched crust, coating it carefully with a luscious truffle sauce, and topping it off with a generous sprinkling of whole milk mozzarella cheese, truffles, and wild mushrooms. And with the ease of preparation, within ten minutes of deciding to enjoy a Trader Joe’s Wild Mushroom & Black Truffle, there can be a gorgeous, golden-colored baked flatbread sitting on your countertop, ready to slice and serve. Whatever your intentions, it makes a wonderful appetizer for a group get together or served alongside a salad and split down the middle for a romantic night in. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/mushroom-black-truffle-flatbread-090538,$5.49,9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/90538.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['DOUGH (WHEAT FLOUR, WATER, SALT, SUNFLOWER SEED OIL, YEAST, MALTED FLOUR)', 'MOZZARELLA CHEESE (PASTEURIZED MILK, ENZYMES, SALT)', 'MUSHROOMS (AGARICUS BISPORUS, PLEUROTUS OSTREATUS, PORCINI, SUMMER BLACK TRUFFLES [TUBER AESTIVUM], WHEAT FLOUR, SALT, GARLIC, PEPPER)', 'TRUFFLE SAUCE (PSALLIOTA HORTENSIS MUSHROOMS, EXTRA VIRGIN OLIVE OIL, PARSLEY, SUMMER  LACK TRUFFLES [TUBER AESTIVUM], SALT, GARLIC)', 'EXTRA VIRGIN OLIVE OIL', 'MUSHROOMS', 'SALT.']","CONTAINS MILK, WHEAT.","['Alfresco Dining', 'Crack a Beer', 'Date Night', 'Feeling Fancy', 'Fire Up The Grill', 'Pair With Wine']",['1/2 Pizza'],['360']
chai-tea-mints-074888,Chai Tea Mints," One sunny summer afternoon, as our Buyer was checking out at her neighborhood Trader Joe’s, she was struck by a fresh idea, inspired by the assortment of mints before her: why not try chai? Specifically, if TJ’s Green Tea Infused Mints are our best-selling breath mints, why not try translating another Tea into Mint form? And thus, Trader Joe’s Chai Tea Mints were born.   Much like the real McCoy, Trader Joe’s Chai Tea Mints are made with black tea and crushed cardamom seeds, plus cinnamon, clove, and ginger natural flavors. We’ve also added a bit of peppermint oil for a cooling, freshening effect, because, you know... breath mints. Like their Green Tea counterparts, they’re shaped like tiny tea leaves and come packed in conveniently portable tins. Pick one up today, put it in your purse or pocket, then pop a Mint whenever your mouth needs a touch of sweet, cooling-yet-cozy Chai Tea flavor. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/chai-tea-mints-074888,$1.99,1.2 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/74888.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,"['DEXTROSE', 'MALTODEXTRIN', 'NATURAL FLAVORS', 'CARDAMOM SEEDS', 'BLACK TEA', 'PEPPERMINT OIL', 'CALCIUM STEARATE']",,"['Backpack Ready', 'Date Night', 'Desk Drawer', 'Giftable']",['3 mints(1.8g)'],['5 ']
grilled-pitted-green-olives-074465,Grilled Pitted Green Olives," Olives truly are one of the most fascinating fruits on the planet. Depending on the variety, they can have a near endlessly wide variety of flavors, ranging from peppery to nutty, grassy to tart, and everything in between. Some varieties, like Chalkidiki olives from Greece, have a buttery, savory flavor and firm texture that some describe as “meaty.” Here’s where things get really fascinating: as it turns out, one of the best ways to bring olives with that flavor/texture combo to their fullest expression is to grill them, more or less like you would meat on a skewer. And that’s precisely what’s been done to Trader Joe’s Grilled Pitted Green Olives.   They’re made for us by a supplier in Greece, who grows their own Chalkidiki olives in groves right by their packing facilities. After curing the Olives, they pit them, then place them on a hot grill until distinct, lined sear marks develop. These sear marks not only provide a nice bit of texture to each olive, but develop a deep, warm, Maillard reaction-based savoriness, too. A fascinating preparation for an already fascinating fruit, Trader Joe’s Grilled Pitted Green Olives are superb as a standalone snack, a great option for garnishing salads, sandwiches, and savory cocktails, and a smart choice for cheese platters, antipasto plates, and charcuterie boards. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/grilled-pitted-green-olives-074465,$3.99,11.64 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/74465.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CHALKIDIKI VARIETY PITTED GREEN OLIVES (GREEN OLIVES, WATER, SALT, CITRIC ACID [ACIDIFIER], DEHYDRATED GARLIC, ASCORBIC ACID [TO MAINTAIN COLOR])', 'SUNFLOWER OIL', 'EXTRA VIRGIN OLIVE OIL']",,"['Alfresco Dining', 'Cheese Board', 'Crack a Beer', 'Effortless Entertaining', 'Finger Food', 'Pair With Wine', 'Picnic']",['2 olives(14g)'],['30 ']
sourdough-sandwich-bread-051986,Sourdough Sandwich Bread," Toast sounds simple, and in a way, it is simple. But, when you consider that the source of good toast is really good bread, it suddenly sounds not so simple after all. After testing a wide variety of contenders, we’ve come to the unanimous decision that the very best bread for toast-making is sourdough. And because toast requires slices of bread, our conclusion also included the rationale that sliced Sourdough is the most practical Sourdough for this particular endeavor. And thus, Trader Joe’s Sourdough Sandwich Bread tops our list of “Best Breads for Toast” for this and every year.   Our Sourdough Sandwich Bread is made exclusively for us, and will be slightly different depending on where in Trader Joe’s country you pick up your loaf – the flavor of Sourdough depends largely on the “starter,” which is a living culture that lends the bread its signature sour profile. Because every starter is different, every bakery produces a slightly different flavor profile. What they all have in common is their excellence – especially when toasted. So slather on some butter, a bit of jam, or make a PB&J on Sourdough toast. You may even take that toasting to a higher level, and make a scrumptious grilled cheese... on Sourdough. Toast away. You’ll be glad you did. ","['Food', 'Bakery', 'Sliced Bread']",https://www.traderjoes.com/home/products/pdp/sourdough-sandwich-bread-051986,$3.49,24 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20101/51986.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID)', 'WATER', 'WHOLE WHEAT FLOUR', 'DARK RYE FLOUR', 'SALT', 'SOURDOUGH STARTER (CULTURED WHEAT FLOUR, WATER)', 'YEAST']",CONTAINS WHEAT.,"['Backpack Ready', 'Cut The Mustard', 'Family Style', 'Picnic', 'Put An Egg On It', 'Rise & Shine']",['1 slice(43g)'],['100']
nutritional-yeast-058871,Nutritional Yeast," Yeast may be fairly low on the food chain, but because of the creations it makes possible, we consider it a culinary superhero of sorts. A frosty mug of hoppy beer? Brought to you by yeast. A thick slice of freshly baked bread? Also brought to you by yeast. But there’s another yeast, of arguably equal importance, of which you may not be aware.   Trader Joe’s Nutritional Yeast is produced by culturing active yeast with glucose (often beet molasses or sugarcane) for several days. The yeast is deactivated with heat, fortified with B vitamins, dried and packaged. The process results in golden flakes that provide 3 grams of protein and just 10 milligrams of sodium per 1 tablespoon serving. Vegan, gluten free and Kosher (pareve), it’s ready to be used as a savory condiment or key ingredient in all manner of dishes.   Thanks to the hit of cheesy umami flavor it provides, Nutritional Yeast is as versatile as it is tasty. Sprinkle it atop roasted broccoli, baked potatoes or popcorn. Toss with fresh kale leaves & olive oil and roast to make kale chips. Use it in place of dairy or meat-based broths to add richness to soups, stews, gravies—even oatmeal! It’s also a must-have ingredient when whipping up a batch of vegan macaroni and cheese. ","['Food', 'For the Pantry', 'For Baking & Cooking']",https://www.traderjoes.com/home/products/pdp/nutritional-yeast-058871,$3.49,4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20905/58871.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['INACTIVE NUTRITIONAL YEAST (DRIED YEAST, NIACIN (VITAMIN B3)', 'PYRIDOXINE HYDROCHLORIDE (VITAMIN B6)', 'THIAMINE HYDROCHLORIDE (VITAMIN B1)', 'RIBOFLAVIN (VITAMIN B2)', 'FOLIC ACID', 'CYANOCOBALAMIN)']","MAY CONTAIN TRACES OF SOY, ALMOND, CASHEW, COCONUT, HAZELNUT, MACADAMIA NUT, WALNUT.","['Feeling Adventurous', ""Let's Bake!"", 'The ""X"" Factor']",['1 Tbsp(5g)'],['20 ']
freeze-dried-fig-slices-073917,Freeze Dried Fig Slices," Freeze dried fruit is a little miracle of modern food technology. Freshly-harvested fruit is washed and dried, then placed into a very cold vacuum chamber, where the water is removed without damaging the cells of the fruit. The result is dry and crisp, with concentrated fruit flavors.   Trader Joe’s Freeze Dried Fig Slices come to us directly from a supplier in Turkey, the world’s leading fig-producing country. They use the Smyrna variety of fig, known for its seedy, pink flesh and pale green skin. (Fun fact: when this fig variety was initially transported to California for production, its name was changed: Calimyrna figs are the same as Smyrna figs, but grown in California rather than Turkey.) Here, that pink, seedy interior takes on a crispy texture, and delivers the expected figgy flavors with aplomb. These are great for snacking anytime, excellent in a bowl of cereal, and will liven up a cheese & charcuterie board on both the flavor and texture fronts. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/freeze-dried-fig-slices-073917,$3.69,1.76 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/73917.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['FREEZE DRIED FIGS'],,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Feeling Fancy', 'Finger Food']",['1 bag(50g)'],['180 ']
fromage-pave-red-chili-pepper-074644,Fromage Pavé Red Chili Pepper," Like its famed forebearer, Fromage Pavé, Trader Joe’s Red Chili Pepper Fromage Pavé is a square, soft-ripened French cheese made from milk that undergoes an ultrafiltration process, ostensibly removing the whey from the milk before the cheesemaking process begins. As a result, the cheese ripens faster—you get a 60% butterfat, double crème Fromage that’s ready to enjoy after just two weeks of aging.   What sets this Pavé apart is its tongue-tingling triumvirate of jalapeño, cayenne, and red bell peppers. Together, they lend a fiery kick of heat and a splash of color to the cheese’s mild and buttery base. If you’re a fan of soft-ripened cheeses and all things spicy, Trader Joe’s Red Chili Pepper Fromage Pavé belongs on your list... and your cheese board. Serve alongside Sliced Prosciutto, Envy Apple slices, and Whole Grain Crispbread. It adds a splendid spiciness to sandwiches, too. Spread our Red Chili Pepper Fromage Pavé on a crusty Organic Baguette, topped with Uncured Salame Di Parma Mild Salami for a pleasantly spicy, simply delicious sandwich. You’ll find seven-ounce squares in our refrigerators while we can keep them in stock. ","['Food', 'Cheese', 'Cream and Creamy Cheeses']",https://www.traderjoes.com/home/products/pdp/fromage-pave-red-chili-pepper-074644,$7.49,7 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20204/74644.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'PASTEURIZED CREAM', 'CHILI PEPPER BLEND (RED BELL PEPPERS, WATER, JALAPEÑO PEPPERS, SALT, CAYENNE PEPPER, XANTHAN GUM [STABILIZER], CITRIC ACID [ACIDIFIER])', 'CHEESE CULTURES', 'SALT', 'MICROBIAL ENZYME']",CONTAINS MILK.,"['Alfresco Dining', 'Cheese Board', 'Effortless Entertaining', 'Feeling Fancy', 'Picnic']",['1 oz(28g/about 1 inch cube)'],['100']
italian-organic-striped-farfalline-pasta-074547,Italian Organic Striped Farfalline Pasta," Great pasta is like a great work of art—it should stimulate the senses, express bold ideas, and open your mind to new pasta-bilities. To wit: Trader Joe’s Organic Striped Farfalline Italian Artisan Pasta.   Farfalline is Italian for “little butterflies,” and these Farfalline certainly resemble their namesake. Each butterfly- like bowtie sports either green and orange stripes or red and yellow stripes—all from organic, plant-derived sources, including paprika, turmeric, spinach, and beet root powders. Cooked al dente, this Pasta becomes a proverbial canvas for an array of colorfully captivating meals. Cook Farfalline in boiling water for 8-9 minutes, then drain, and toss with Organic Roasted Red Pepper and Almond Pesto Sauce, Creamy Tomato Basil Pasta Sauce, or Cajun Style Alfredo Sauce for a quick and quite tasty pasta pairing. If pasta salads are your creative outlet, consider adding some Farfalline flair to your picnic fare all summer long. ","['Food', 'For the Pantry', 'Pastas & Grains']",https://www.traderjoes.com/home/products/pdp/italian-organic-striped-farfalline-pasta-074547,$3.49,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20901/74547.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['ORGANIC DURUM WHEAT SEMOLINA', 'WATER', 'ORGANIC BEET POWDER (COLOR)', 'ORGANIC SPINACH POWDER', 'ORGANIC PAPRIKA (COLOR)', 'ORGANIC TURMERIC (COLOR)', 'ORGANIC PAPRIKA OLEORESIN (COLOR)']",CONTAINS WHEAT.,"['Alfresco Dining', 'Date Night', 'Family Style', 'Gild The Lily', 'In Lieu of Pizza', 'Pair With Wine']",['1 cup(56g dry)'],['210 ']
organic-romaine-chicory-blend-076917,Organic Romaine & Chicory Blend," To have a cut, pre-washed bag of greens is a luxury that many cooks today might take for granted. Before such an invention, one had to chop the head, rinse the leaves, rinse them again (and maybe again), and then dry them using either the slow ‘air-dry’ technique—or far too many paper towels. So… let us give thanks for bagged lettuce—specifically Trader Joe’s Organic Romaine & Chicory Blend.   This Blend pairs crisp leaves of Organic Romaine with two members of the somewhat bitter (in flavor, not attitude) Chicory family—namely frilly, green Organic frisée (also known as curly endive) and sturdy leaves of burgundy-red, white-veined Organic radicchio. Their peppery, slightly spicy notes are pleasantly balanced by cool and crisp Romaine leaves. When combined, this Organic Blend of greens makes for a fast, fresh base for your favorite salad, and lends a thrilling counterpoint of texture when paired with rich, savory foods—think crisp bacon and a poached egg or sautéed Shawarma Chicken Thighs. For added drama, drizzle them with Balsamic Vinaigrette and pile atop a Mushroom & Truffle Flatbread Pizza with abandon. ","['Food', 'Fresh Fruits & Veggies', 'Veggies']",https://www.traderjoes.com/home/products/pdp/organic-romaine-chicory-blend-076917,$2.49,7 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20702/76917.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['ORGANIC ROMAINE LETTUCE', 'ORGANIC FRISEE', 'ORGANIC RADICCHIO']",,"['Alfresco Dining', 'Dinner Hack', 'Picnic', 'Rain or Shine']","['2 cups(85g)', '2 cups(85g)']","['15 ', '40']"
organic-dried-ataulfo-mango-slices-075253,Organic Dried Ataulfo Mango Slices," Trader Joe’s Organic Dried Atualfo Mango Slices is made exclusively from Ataulfo mangoes. Here’s why this is exciting... Ataulfo mangoes, sometimes called “honey mangoes” or “champagne mangoes,” are indeed a special breed. Underneath their golden-yellow skin, these oblong-shaped mangoes have a much-less-fibrous flesh (compared with those other varieties), along with a very smooth, buttery texture. The fruit is naturally sweet and juicy.   Our supplier in Mexico (the land where Ataulfos originate) takes advantage of these traits by peeling, pitting, and thinly slicing fully ripe Ataulfos, then expertly drying them. That’s it! Nothing else is added to these Organic Mango Slices, so you get to enjoy pure, authentic Dried Ataulfo Mango, with its pleasantly chewy texture, and honey-sweet flavor. And like our other dried mango offerings, these make a delicious anytime snack that can even satisfy your candy cravings. They’re also really tasty paired with something salty and crunchy, such as Trader Joe’s Pretzel Sticks. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/organic-dried-ataulfo-mango-slices-075253,$4.99,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/75253.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['ORGANIC ATAULFO MANGO'],,"['Backpack Ready', 'Desk Drawer', 'Finger Food', 'Midday Snacks']",['6 pieces(40g)'],['140 ']
italian-sparkling-mineral-water-074702,Italian Sparkling Mineral Water," Secluded away in the northern end of Italy’s Central Appenine mountain range, the tiny commune of Apecchio is home to just shy of 2,000 people and one very important mineral spring: Val di Meti. Known the world over for its naturally rich mineral content and crisp, satsifying taste, Val di Meti’s crystal clear water has served as the source for many a prestigious bottled water brand in its time. And now, it can be enjoyed in every bottle of Trader Joe’s Italian Sparkling Mineral Water.   Our supplier collects, carbonates, and bottles this Mineral Water directly at the source, so that every sip tastes like you’re drinking directly from the spring—with a little extra bit of effervescence, of course. With its brisk, bubbly, and crisp profile, Trader Joe’s Italian Sparkling Mineral Water is both easy-drinking and remarkably refreshing, making it an excellent choice in practically any context. Split a chilled bottle amongst friends with while enjoying a fancy al fresco dinner in your back yard—add slices of lemon or lime for an extra kick of flavor. Pour in a glass with ice alongside your morning shot of our Shade Grown Espresso. Or simply pull a bottle out of the fridge and enjoy whenever you happen to be in need of hydration. Aaahh... ","['Beverages', 'Water (Sparkling & Still)']",https://www.traderjoes.com/home/products/pdp/italian-sparkling-mineral-water-074702,$1.99,25.4 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m302/74702.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CARBONATED MINERAL WATER (MINERAL WATER, CARBON DIOXIDE)']",,"['Alfresco Dining', 'Family Style']","['12 fl oz(360mL)', '12 fl oz(360mL)']","['0 ', '0 ']"
hold-the-dairy-mini-frozen-dessert-cones-salted-caramel-075607,Hold The Dairy! Mini Frozen Dessert Cones Salted Caramel," We live in a wonderful time. For example, if you love ice cream, but are sensitive to dairy—or you’re vegan— you can still enjoy super tasty frozen desserts, like Trader Joe’s Hold the Dairy Non-Dairy Salted Caramel Flavored Mini Cones.   Our supplier in Italy makes this fantastic ice cream stand-in using a rice-based beverage. The resulting Non- Dairy treat is smooth and delicious (we’d say “creamy” but there’s absolutely no cream in the recipe). Salted Caramel Flavor (i.e., caramelized sugar, salt, etc.) sweetens the deal even more. Then, this dreamy Frozen Dessert is loaded into Mini wafer Cones that are lined with a scrumptious chocolatey coating. Each Cone is finally finished with some chocolatey chunks on top!   Eat these any time... they live in your freezer, and you can easily grab one or more whenever the craving hits. In fact, six Mini Cones equals one serving—so go ahead and Hold the Dairy, but don’t hold back! ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/hold-the-dairy-mini-frozen-dessert-cones-salted-caramel-075607,$4.29,8.04 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20604/75607.png/jcr:content/renditions/cq5dam.web.1280.1280,Dairy Free,"['SALTED CARAMEL FLAVORED FROZEN DESSERT (RICE BEVERAGE [WATER, RICE, RICE OIL AND/OR SUNFLOWER OIL, SALT], WATER, SUGAR, COCONUT OIL, GLUCOSE SYRUP [CORN, WHEAT], CARAMELIZED SUGAR, INULIN, RICE PROTEIN, MONO- AND DIGLYCERIDES OF FATTY ACIDS, CAROB BEAN GUM, NATURAL FLAVOR, SALT, GUAR GUM)', 'WAFER CONE (WHEAT FLOUR, SUGAR, COCONUT OIL, SOY LECITHIN [EMULSIFIER], SALT, CARAMELIZED SUGAR SYRUP)', 'CHOCOLATEY COATING (COCONUT OIL, SUGAR, COCOA PROCESSED WITH ALKALI, COCOA, SUNFLOWER LECITHIN [EMULSIFIER], NATURAL FLAVOR).']","CONTAINS SOY, WHEAT, COCONUT.","['The ""X"" Factor', 'Treat Yourself']","['6 cones(114g)', '6 cones(114g)']","['360 ', '720 ']"
non-dairy-vanilla-bean-oat-frozen-dessert-076269,Non-Dairy Vanilla Bean Oat Frozen Dessert," When it comes to creamy, non-dairy alternatives, Oat is still very much in. In celebration of this happy fact, we’ve brought Trader Joe’s Non-Dairy Vanilla Bean Oat Frozen Dessert into our freezers—what better way to showcase just how rich, velvety, and delectably sweet an Oat-based dessert can be? Made totally without the use of any dairy-derived products, this visibly Vanilla Bean-flecked Frozen Dessert nonetheless scoops, serves, and, most importantly, eats just like a dairy-based ice cream.    A true treat for any fan of frozen sweet treats, regardless of their dairy preference, our Non-Dairy Vanilla Bean Oat Frozen Dessert can be enjoyed totally as is, adorned with your favorite toppings, or mixed into all kinds of other dessert applications. Really, anything you can think of that would call for a scoop of our French Vanilla Ice Cream, this Oat Frozen Dessert will also excel at: try it in a root beer float, served over a warm brownie, sandwiched between two cookies, or blended with our Non-Dairy Chocolate Oat Beverage for a delightfully non-dairy chocolate Oat-shake. ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/non-dairy-vanilla-bean-oat-frozen-dessert-076269,$3.99,1 Pint,https://www.traderjoes.com/content/dam/trjo/products/m20604/76269.png/jcr:content/renditions/cq5dam.web.1280.1280,Dairy Free,"['WATER', 'OAT BASE (TAPIOCA SYRUP, DEXTROSE, OAT FLOUR, PEA PROTEIN, TARA GUM, GUAR GUM, SALT)', 'CANE SUGAR', 'COCONUT OIL', 'NATURAL FLAVORS', 'VANILLA BEAN SPECKS']",,"['Heat Wave', 'Treat Yourself']","['2/3 cup(110g)', '2/3 cup(110g)']","['210 ', '640 ']"
root-beer-float-bars-075231,Root Beer Float Bars," Is there a drinkable, summertime dessert more iconic than the Root Beer Float? Our answer, objectively speaking, is no, not really. From the sweet, sarsaparilla-y flavor of the soda to the creaminess of the vanilla ice cream, every sip summons a certain nostalgia that’s hard to top. Trader Joe’s Root Beer Float Bars take this soda-fountain classic a step further by marrying all the fun flavors of a float with the portability of an ice pop. Constructed like an orange-and-cream 50/50 bar, they’re fundamentally quite simple—rectangular, root beer-flavored ice pops, filled with vanilla ice cream and served on a stick. (See? Simple.) Whether you’re lounging by the pool, hosting a BBQ, or enjoying a leisurely stroll on a warm summer evening, these whimsical treats are capable companions for a trip down memory lane. ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/root-beer-float-bars-075231,$3.49,15 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20604/75231.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ICE CREAM (MILK, CREAM, CANE SUGAR, CONDENSED SKIM MILK, WHEY, EGG YOLK, GUAR GUM, CAROB BEAN GUM, CARRAGEENAN)', 'WATER', 'CANE SUGAR', 'NATURAL VANILLA FLAVOR', 'CARAMEL COLOR', 'NATURAL FLAVOR', 'STABILIZER (GUAR GUM, XANTHAN GUM)', 'CITRIC ACID (ACIDULANT).']","CONTAINS MILK, EGG.","['Family Style', 'Heat Wave', 'Treat Yourself']","['2 bars(140g)', '2 bars(140g)']","['230 ', '690 ']"
organic-kosher-sandwich-pickles-091072,Organic Kosher Sandwich Pickles," Somewhere, a sandwich is lonely. Sure, it’s got bread, cheese and meat. There’s even some leafy green lettuce. What’s missing, you say? It’s the pickle! We don’t mean on the sandwich. There’s a time and place for that—like pickle chips on a burger. No, we’re talking about those long, thin slices (picture Trader Joe’s Organic Kosher Sandwich Pickles) that rest on the edge of the plate, eager to complement the soft bread and meat with their salty crunch. That Pickle presence also says: “This Sandwich was no accident. It was put together with forethought and care—right down to the pickle slice on the plate.”   We’ll devour zingy Organic Kosher Sandwich Pickles anytime, anywhere—sandwich or no sandwich! Crack open a jar, and we come a-callin’. All pickle-posturing aside, though, these briny delights really are perfectly engineered for sandwiches—they’re thin, they’re flat, and they’re cut length-wise for superior coverage. We jar them in a classic Kosher brine that includes organic vinegar, salt, dehydrated organic garlic, and natural pickle flavors. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/organic-kosher-sandwich-pickles-091072,$3.99,16 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/91072.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['FRESH ORGANIC CUCUMBERS', 'WATER', 'ORGANIC VINEGAR', 'SALT', 'CONTAINS LESS THAN 2% OF DEHYDRATED ORGANIC GARLIC', 'CALCIUM CHLORIDE', 'NATURAL FLAVORS', 'ORGANIC TURMERIC EXTRACT (COLOR).']",,"['Alfresco Dining', 'Cut The Mustard', 'Family Style', 'Picnic']",['1 oz(28g/about 2 slices)'],['0 ']
